Aae-Bantam_pre	MI0013439
Ami-Mir-96-P3-v2_pre	MI0029768
Ami-Mir-9600_pre	MI0029867
Ami-Mir-9602_pre	MI0029869
Ami-Mir-9603_pre	MI0029870
Ami-Mir-9605_pre	MI0029872
Ami-Mir-9606_pre	MI0029873
Ami-Mir-9607_pre	MI0029874
Ami-Mir-9613_pre	MI0029880
Asu-Bantam-o1_pre	MI0018555
Asu-Bantam-o2_pre	MI0018526
Asu-Bantam-o3_pre	MI0018527
Asu-Let-7-P5_pre	MI0018525
Asu-Let-7-P7_pre	MI0018557
Asu-Mir-10-P1_pre	MI0018550
Asu-Mir-10-P2o1_pre	MI0018562
Asu-Mir-10-P2o2_pre	MI0018563
Asu-Mir-10-P2o3_pre	MI0018564
Asu-Mir-10-P2o4_pre	MI0018565
Asu-Mir-10-P2o5_pre	MI0018566
Asu-Mir-10-P2o6_pre	MI0018591
Asu-Mir-10-P3_pre	MI0018524
Asu-Mir-10-P4_pre	MI0018585
Asu-Mir-1175_pre	MI0018586
Asu-Mir-124_pre	MI0018567
Asu-Mir-133_pre	MI0018568
Asu-Mir-137_pre	MI0018569
Asu-Mir-184_pre	MI0018570
Asu-Mir-190_pre	MI0018548
Asu-Mir-1_pre	MI0018528
Asu-Mir-2-P11_pre	MI0018573
Asu-Mir-2-o58a_pre	MI0018529
Asu-Mir-2-o59_pre	MI0018530
Asu-Mir-2-o60_pre	MI0018533
Asu-Mir-2-o61_pre	MI0018541
Asu-Mir-2-o62a_pre	MI0018542
Asu-Mir-2-o62b_pre	MI0018543
Asu-Mir-2-o62c_pre	MI0018544
Asu-Mir-2-o62d_pre	MI0018534
Asu-Mir-216-P1_pre	MI0018613
Asu-Mir-216-P2_pre	MI0018579
Asu-Mir-22-P2_pre	MI0018587
Asu-Mir-252-P2_pre	MI0018574
Asu-Mir-279-o26_pre	MI0018545
Asu-Mir-279-o27_pre	MI0018602
Asu-Mir-279-o28_pre	MI0018575
Asu-Mir-279-o29_pre	MI0018576
Asu-Mir-279-o30_pre	MI0018577
Asu-Mir-281_pre	MI0018546
Asu-Mir-29-P1_pre	MI0018556
Asu-Mir-29-P2_pre	MI0018547
Asu-Mir-305_pre	MI0018580
Asu-Mir-31_pre	MI0018552
Asu-Mir-34_pre	MI0018535
Asu-Mir-36-o27_pre	MI0018536
Asu-Mir-36-o28_pre	MI0018537
Asu-Mir-36-o29-v1_pre	MI0018538
Asu-Mir-36-o29-v2_pre	MI0018538
Asu-Mir-36-o30_pre	MI0018539
Asu-Mir-36-o31_pre	MI0018593
Asu-Mir-36-o32_pre	MI0018594
Asu-Mir-375_pre	MI0018582
Asu-Mir-5342_pre	MI0018578
Asu-Mir-5345_pre	MI0018588
Asu-Mir-5347_pre	MI0018592
Asu-Mir-5350-P1_pre	MI0018596
Asu-Mir-5350-P2_pre	MI0018597
Asu-Mir-5350-P3_pre	MI0018598
Asu-Mir-5350-P4_pre	MI0018599
Asu-Mir-5350-P5_pre	MI0018600
Asu-Mir-5350-P6_pre	MI0018604
Asu-Mir-5353_pre	MI0018603
Asu-Mir-5355_pre	MI0018605
Asu-Mir-5357_pre	MI0018608
Asu-Mir-5359_pre	MI0018610
Asu-Mir-5360_pre	MI0018611
Asu-Mir-5361_pre	MI0018612
Asu-Mir-5363_pre	MI0018614
Asu-Mir-5364_pre	MI0018615
Asu-Mir-54-o1_pre	MI0018549
Asu-Mir-54-o2_pre	MI0018609
Asu-Mir-54-o3_pre	MI0018619
Asu-Mir-67_pre	MI0018581
Asu-Mir-71_pre	MI0018551
Asu-Mir-750_pre	MI0018583
Asu-Mir-76_pre	MI0018553
Asu-Mir-791_pre	MI0018584
Asu-Mir-7_pre	MI0018531
Asu-Mir-86_pre	MI0018558
Asu-Mir-87-o20_pre	MI0018559
Asu-Mir-87-o21_pre	MI0018560
Asu-Mir-8_pre	MI0018572
Asu-Mir-9-o17_pre	MI0018532
Asu-Mir-9-o18-v1_pre	MI0018554
Asu-Mir-9-o18-v2_pre	MI0018554
Asu-Mir-92_pre	MI0018561
Asu-Mir-96-P3_pre	MI0018571
Bfl-Let-7-P3_pre	MI0010516
Bfl-Let-7-P4_pre	MI0010007
Bfl-Mir-10-P1-v1_pre	MI0010011
Bfl-Mir-10-P1-v2_pre	MI0010011
Bfl-Mir-10-P2-v1_pre	MI0010025
Bfl-Mir-10-P2-v2_pre	MI0010025
Bfl-Mir-10-P3_pre	MI0010027
Bfl-Mir-10-P7_pre	MI0010012
Bfl-Mir-10-P8_pre	MI0010013
Bfl-Mir-103_pre	MI0010500
Bfl-Mir-124_pre	MI0010026
Bfl-Mir-129-P3_pre	MI0010519
Bfl-Mir-129-P4_pre	MI0017607
Bfl-Mir-133-v1_pre	MI0010028
Bfl-Mir-133-v2_pre	MI0010028
Bfl-Mir-135-P5a_pre	MI0010501
Bfl-Mir-135-P5b_pre	MI0010502
Bfl-Mir-135-P6a_pre	MI0010689
Bfl-Mir-135-P6b_pre	MI0015994
Bfl-Mir-137_pre	MI0010029
Bfl-Mir-153_pre	MI0022168
Bfl-Mir-184_pre	MI0010032
Bfl-Mir-190_pre	MI0010033
Bfl-Mir-193-P1e_pre	MI0010034
Bfl-Mir-193-P1f_pre	MI0017628
Bfl-Mir-1_pre	MI0010008
Bfl-Mir-2058_pre	MI0010493
Bfl-Mir-2062_pre	MI0010497
Bfl-Mir-2066-P1_pre	MI0010504
Bfl-Mir-2066-P2_pre	MI0010505
Bfl-Mir-2068_pre	MI0010506
Bfl-Mir-2070_pre	MI0010508
Bfl-Mir-2076_pre	MI0010515
Bfl-Mir-210_pre	MI0010038
Bfl-Mir-216-P1_pre	MI0010039
Bfl-Mir-217_pre	MI0010040
Bfl-Mir-219_pre	MI0010527
Bfl-Mir-22-P1_pre	MI0010014
Bfl-Mir-242_pre	MI0010041
Bfl-Mir-252-P1_pre	MI0010042
Bfl-Mir-252-P2_pre	MI0010043
Bfl-Mir-278_pre	MI0010639
Bfl-Mir-281_pre	MI0010044
Bfl-Mir-29-P1_pre	MI0010015
Bfl-Mir-29-P2_pre	MI0010016
Bfl-Mir-31_pre	MI0010017
Bfl-Mir-33-P3_pre	MI0010525
Bfl-Mir-33-P4_pre	MI0010018
Bfl-Mir-34-P5a_pre	MI0010019
Bfl-Mir-34-P5b_pre	MI0010019
Bfl-Mir-34-P6_pre	MI0010512
Bfl-Mir-34-P7a_pre	MI0017635
Bfl-Mir-34-P7b_pre	MI0023543
Bfl-Mir-375_pre	MI0010045
Bfl-Mir-4857_pre	MI0017610
Bfl-Mir-4859_pre	MI0017612
Bfl-Mir-4860_pre	MI0017613
Bfl-Mir-4862_pre	MI0017615
Bfl-Mir-4864_pre	MI0017619
Bfl-Mir-4868-P1_pre	MI0017623
Bfl-Mir-4868-P2_pre	MI0017624
Bfl-Mir-4868-P3_pre	MI0017625
Bfl-Mir-4871_pre	MI0017629
Bfl-Mir-4874_pre	MI0017637
Bfl-Mir-4879_pre	MI0017645
Bfl-Mir-4881_pre	MI0017647
Bfl-Mir-4887_pre	MI0017657
Bfl-Mir-71_pre	MI0010020
Bfl-Mir-7_pre	MI0010009
Bfl-Mir-8-P1_pre	MI0010037
Bfl-Mir-8-P2-v1_pre	MI0010035
Bfl-Mir-8-P2-v2_pre	MI0010035
Bfl-Mir-8-P3_pre	MI0010036
Bfl-Mir-9-P5_pre	MI0010520
Bfl-Mir-9-P6_pre	MI0010521
Bfl-Mir-92-o1_pre	MI0010022
Bfl-Mir-92-o2a_pre	MI0010522
Bfl-Mir-92-o2b_pre	MI0010523
Bfl-Mir-92-o3_pre	MI0010023
Bfl-Mir-92-o4_pre	MI0010524
Bfl-Mir-92-o5_pre	MI0017606
Bfl-Mir-92-o6_pre	MI0010494
Bfl-Mir-92-o7_pre	MI0010498
Bfl-Mir-96-P1_pre	MI0010024
Bfl-Mir-96-P2a_pre	MI0010030
Bfl-Mir-96-P2b_pre	MI0017608
Bfl-Mir-96-P2c_pre	MI0017666
Bfl-Mir-96-P3_pre	MI0010031
Bta-Let-7-P1a_pre	MI0005451
Bta-Let-7-P1b_pre	MI0005455
Bta-Let-7-P1c_pre	MI0005454
Bta-Let-7-P2a1_pre	MI0005057
Bta-Let-7-P2a2_pre	MI0005452
Bta-Let-7-P2a3_pre	MI0004734
Bta-Let-7-P2b1_pre	MI0005062
Bta-Let-7-P2b2_pre	MI0005453
Bta-Let-7-P2b3_pre	MI0005025
Bta-Let-7-P2c1_pre	MI0005026
Bta-Let-7-P2c2_pre	MI0005065
Bta-Let-7-P2c3_pre	MI0005051
Bta-Mir-1-P1_pre	MI0009719
Bta-Mir-1-P2_pre	MI0009718
Bta-Mir-1-P3_pre	MI0009772
Bta-Mir-10-P1a-v1_pre	MI0005007
Bta-Mir-10-P1a-v2_pre	MI0005007
Bta-Mir-10-P1b-v1_pre	MI0005052
Bta-Mir-10-P1b-v2_pre	MI0005052
Bta-Mir-10-P2a_pre	MI0009720
Bta-Mir-10-P2b_pre	MI0005469
Bta-Mir-10-P2c_pre	MI0004751
Bta-Mir-10-P3a_pre	MI0004753
Bta-Mir-10-P3b_pre	MI0004752
Bta-Mir-10-P3c_pre	MI0005457
Bta-Mir-101-P1-v1_pre	MI0009721
Bta-Mir-101-P1-v2_pre	MI0009721
Bta-Mir-101-P2-v1_pre	MI0004735
Bta-Mir-101-P2-v2_pre	MI0004735
Bta-Mir-10182_pre	MI0032941
Bta-Mir-103-P1_pre	MI0004736
Bta-Mir-103-P2_pre	MI0005456
Bta-Mir-103-P3_pre	MI0005006
Bta-Mir-105-P1_pre	MI0009723
Bta-Mir-105-P2_pre	MI0009722
Bta-Mir-11968-P1_pre	MI0038345
Bta-Mir-11968-P2_pre	MI0038362
Bta-Mir-11989_pre	MI0038352
Bta-Mir-11995_pre	MI0038372
Bta-Mir-122_pre	MI0005063
Bta-Mir-124-P1-v1_pre	MI0005027
Bta-Mir-124-P1-v2_pre	MI0005027
Bta-Mir-124-P2-v1_pre	MI0009725
Bta-Mir-124-P2-v2_pre	MI0009725
Bta-Mir-124-P3-v1_pre	MI0009726
Bta-Mir-124-P3-v2_pre	MI0009726
Bta-Mir-1247_pre	MI0022295
Bta-Mir-1249_pre	MI0010481
Bta-Mir-1251_pre	MI0010467
Bta-Mir-126-v1_pre	MI0004754
Bta-Mir-126-v2_pre	MI0004754
Bta-Mir-126-v3_pre	MI0004754
Bta-Mir-1271_pre	MI0010480
Bta-Mir-1277_pre	MI0021114
Bta-Mir-127_pre	MI0005008
Bta-Mir-128-P1_pre	MI0004755
Bta-Mir-128-P2_pre	MI0009727
Bta-Mir-129-P1_pre	MI0009728
Bta-Mir-129-P2_pre	MI0009729
Bta-Mir-1296_pre	MI0010468
Bta-Mir-1298_pre	MI0010475
Bta-Mir-130-P1a_pre	MI0009730
Bta-Mir-130-P1b_pre	MI0009731
Bta-Mir-130-P2a_pre	MI0009789
Bta-Mir-130-P2b_pre	MI0009790
Bta-Mir-130-P4a_pre	MI0009840
Bta-Mir-1301_pre	MI0010460
Bta-Mir-1307_pre	MI0010474
Bta-Mir-132-P1_pre	MI0005028
Bta-Mir-132-P2_pre	MI0009776
Bta-Mir-133-P1-v1_pre	MI0025193
Bta-Mir-133-P1-v2_pre	MI0025193
Bta-Mir-133-P2-v1_pre	MI0009732
Bta-Mir-133-P2-v2_pre	MI0009732
Bta-Mir-133-P3-v1_pre	MI0009734
Bta-Mir-133-P3-v2_pre	MI0009734
Bta-Mir-1343_pre	MI0011338
Bta-Mir-134_pre	MI0009735
Bta-Mir-135-P1_pre	MI0009737
Bta-Mir-135-P2_pre	MI0009736
Bta-Mir-135-P3_pre	MI0009738
Bta-Mir-136-v1_pre	MI0009739
Bta-Mir-136-v2_pre	MI0009739
Bta-Mir-137-P1-v1_pre	MI0009740
Bta-Mir-137-P1-v2_pre	MI0009740
Bta-Mir-138-P1_pre	MI0009741
Bta-Mir-138-P2_pre	MI0005029
Bta-Mir-1388_pre	MI0012206
Bta-Mir-139_pre	MI0005009
Bta-Mir-140-v1_pre	MI0005010
Bta-Mir-140-v2_pre	MI0005010
Bta-Mir-142-v1_pre	MI0005011
Bta-Mir-142-v2_pre	MI0005011
Bta-Mir-142-v3_pre	MI0005011
Bta-Mir-142-v4_pre	MI0005011
Bta-Mir-143_pre	MI0009743
Bta-Mir-144-v1_pre	MI0009744
Bta-Mir-144-v2_pre	MI0009744
Bta-Mir-145_pre	MI0004756
Bta-Mir-146-P1-v1_pre	MI0009746
Bta-Mir-146-P1-v2_pre	MI0009746
Bta-Mir-146-P2_pre	MI0009745
Bta-Mir-147_pre	MI0009747
Bta-Mir-148-P1_pre	MI0004737
Bta-Mir-148-P2_pre	MI0009748
Bta-Mir-148-P3_pre	MI0005030
Bta-Mir-149_pre	MI0021115
Bta-Mir-15-P1a_pre	MI0005458
Bta-Mir-15-P1b_pre	MI0005012
Bta-Mir-15-P1c_pre	MI0005467
Bta-Mir-15-P1d_pre	MI0012212
Bta-Mir-15-P2a_pre	MI0009753
Bta-Mir-15-P2b_pre	MI0004739
Bta-Mir-15-P2c_pre	MI0005459
Bta-Mir-15-P2d_pre	MI0022315
Bta-Mir-150_pre	MI0005058
Bta-Mir-153-P1_pre	MI0009749
Bta-Mir-153-P2_pre	MI0009750
Bta-Mir-154-P10_pre	MI0009822
Bta-Mir-154-P12_pre	MI0009825
Bta-Mir-154-P13_pre	MI0009826
Bta-Mir-154-P14_pre	MI0009827
Bta-Mir-154-P15_pre	MI0009842
Bta-Mir-154-P16_pre	MI0005022
Bta-Mir-154-P17_pre	MI0005060
Bta-Mir-154-P18_pre	MI0009848
Bta-Mir-154-P19_pre	MI0009849
Bta-Mir-154-P1_pre	MI0009751
Bta-Mir-154-P2-v1_pre	MI0009787
Bta-Mir-154-P2-v2_pre	MI0009787
Bta-Mir-154-P20_pre	MI0009850
Bta-Mir-154-P21_pre	MI0009857
Bta-Mir-154-P22_pre	MI0009859
Bta-Mir-154-P23_pre	MI0009881
Bta-Mir-154-P24_pre	MI0009882
Bta-Mir-154-P25_pre	MI0009883
Bta-Mir-154-P26_pre	MI0009892
Bta-Mir-154-P28_pre	MI0010478
Bta-Mir-154-P29_pre	MI0010469
Bta-Mir-154-P30_pre	MI0010470
Bta-Mir-154-P31_pre	MI0022292
Bta-Mir-154-P32_pre	MI0022293
Bta-Mir-154-P33_pre	MI0022289
Bta-Mir-154-P36_pre	MI0009824
Bta-Mir-154-P37_pre	MI0022288
Bta-Mir-154-P3a-v1_pre	MI0009797
Bta-Mir-154-P3a-v2_pre	MI0009797
Bta-Mir-154-P4a_pre	MI0009802
Bta-Mir-154-P4b_pre	MI0009801
Bta-Mir-154-P5_pre	MI0005020
Bta-Mir-154-P6_pre	MI0009818
Bta-Mir-154-P7_pre	MI0009820
Bta-Mir-154-P8_pre	MI0005021
Bta-Mir-154-P9_pre	MI0009821
Bta-Mir-155_pre	MI0009752
Bta-Mir-17-P1a_pre	MI0005031
Bta-Mir-17-P1b_pre	MI0005005
Bta-Mir-17-P1c_pre	MI0005050
Bta-Mir-17-P2a_pre	MI0004740
Bta-Mir-17-P2b_pre	MI0004732
Bta-Mir-17-P3a_pre	MI0004741
Bta-Mir-17-P3b_pre	MI0005015
Bta-Mir-17-P3c_pre	MI0009724
Bta-Mir-181-P1a_pre	MI0010484
Bta-Mir-181-P1b_pre	MI0004757
Bta-Mir-181-P1c_pre	MI0005032
Bta-Mir-181-P2a_pre	MI0010485
Bta-Mir-181-P2b_pre	MI0005013
Bta-Mir-181-P2c_pre	MI0009754
Bta-Mir-1842-v1_pre	MI0031498
Bta-Mir-1842-v2_pre	MI0031498
Bta-Mir-184_pre	MI0009757
Bta-Mir-185_pre	MI0009758
Bta-Mir-186_pre	MI0005033
Bta-Mir-187_pre	MI0009759
Bta-Mir-188-P1_pre	MI0009760
Bta-Mir-188-P2_pre	MI0005061
Bta-Mir-188-P3_pre	MI0005468
Bta-Mir-19-P1_pre	MI0005460
Bta-Mir-19-P2a_pre	MI0005461
Bta-Mir-19-P2b_pre	MI0012209
Bta-Mir-190-P1_pre	MI0009762
Bta-Mir-190-P2_pre	MI0009763
Bta-Mir-191_pre	MI0005034
Bta-Mir-192-P1_pre	MI0005035
Bta-Mir-192-P2_pre	MI0005016
Bta-Mir-193-P1a_pre	MI0005014
Bta-Mir-193-P1b_pre	MI0009764
Bta-Mir-193-P2a_pre	MI0009812
Bta-Mir-193-P2b_pre	MI0005465
Bta-Mir-194-P1_pre	MI0009765
Bta-Mir-194-P2_pre	MI0012208
Bta-Mir-196-P1_pre	MI0009767
Bta-Mir-196-P2_pre	MI0009766
Bta-Mir-196-P3_pre	MI0009768
Bta-Mir-197_pre	MI0009769
Bta-Mir-199-P1-v1_pre	MI0005036
Bta-Mir-199-P1-v2_pre	MI0005036
Bta-Mir-199-P1-v3_pre	MI0005036
Bta-Mir-199-P2-v1_pre	MI0009770
Bta-Mir-199-P2-v2_pre	MI0009770
Bta-Mir-199-P2-v3_pre	MI0009770
Bta-Mir-199-P3-v1_pre	MI0004758
Bta-Mir-199-P3-v2_pre	MI0004758
Bta-Mir-199-P3-v3_pre	MI0004758
Bta-Mir-202_pre	MI0009771
Bta-Mir-204-P1_pre	MI0005462
Bta-Mir-204-P2_pre	MI0009775
Bta-Mir-205-P1_pre	MI0004759
Bta-Mir-208-P1_pre	MI0009773
Bta-Mir-208-P2_pre	MI0009774
Bta-Mir-210_pre	MI0005039
Bta-Mir-214-v1_pre	MI0005040
Bta-Mir-214-v2_pre	MI0005040
Bta-Mir-216-P1a_pre	MI0009777
Bta-Mir-216-P1b_pre	MI0009778
Bta-Mir-217-v1_pre	MI0009779
Bta-Mir-217-v2_pre	MI0009779
Bta-Mir-218-P1_pre	MI0009780
Bta-Mir-218-P2_pre	MI0005017
Bta-Mir-219-P1_pre	MI0025539
Bta-Mir-219-P2-as_pre	MI0032929
Bta-Mir-219-P2_pre	MI0009781
Bta-Mir-21_pre	MI0004742
Bta-Mir-22-P1a_pre	MI0005041
Bta-Mir-221-P1_pre	MI0004743
Bta-Mir-221-P2_pre	MI0004744
Bta-Mir-223_pre	MI0009782
Bta-Mir-224_pre	MI0009783
Bta-Mir-2285-P11_pre	MI0014497
Bta-Mir-2285-P1_pre	MI0038348
Bta-Mir-2285-P2_pre	MI0038206
Bta-Mir-2285-P3_pre	MI0022329
Bta-Mir-2285-P4_pre	MI0025535
Bta-Mir-2285-P5_pre	MI0022351
Bta-Mir-2285-P7_pre	MI0025530
Bta-Mir-2285-P8_pre	MI0022337
Bta-Mir-2299_pre	MI0011309
Bta-Mir-23-P1_pre	MI0005042
Bta-Mir-23-P2_pre	MI0005066
Bta-Mir-2313_pre	MI0011330
Bta-Mir-2320_pre	MI0011342
Bta-Mir-2328_pre	MI0011353
Bta-Mir-2330_pre	MI0011356
Bta-Mir-2331_pre	MI0011357
Bta-Mir-2336_pre	MI0011362
Bta-Mir-2355_pre	MI0011384
Bta-Mir-2367_pre	MI0011402
Bta-Mir-2373_pre	MI0011408
Bta-Mir-2382_pre	MI0011419
Bta-Mir-2387_pre	MI0011427
Bta-Mir-2388_pre	MI0011428
Bta-Mir-24-P1_pre	MI0005053
Bta-Mir-24-P2_pre	MI0009761
Bta-Mir-2408_pre	MI0011451
Bta-Mir-2461_pre	MI0011521
Bta-Mir-2468_pre	MI0011528
Bta-Mir-2471_pre	MI0011531
Bta-Mir-2475_pre	MI0011536
Bta-Mir-2483_pre	MI0011545
Bta-Mir-26-P1_pre	MI0004745
Bta-Mir-26-P2_pre	MI0004731
Bta-Mir-26-P3_pre	MI0009784
Bta-Mir-27-P1_pre	MI0004746
Bta-Mir-27-P2_pre	MI0004760
Bta-Mir-28-P1_pre	MI0009785
Bta-Mir-28-P2_pre	MI0004738
Bta-Mir-28-P3_pre	MI0009889
Bta-Mir-29-P1a_pre	MI0004733
Bta-Mir-29-P1b_pre	MI0005044
Bta-Mir-29-P2a_pre	MI0010464
Bta-Mir-29-P2b5_pre	MI0005043
Bta-Mir-29-P2b6_pre	MI0010454
Bta-Mir-296_pre	MI0009786
Bta-Mir-30-P1a_pre	MI0005054
Bta-Mir-30-P1b_pre	MI0005018
Bta-Mir-30-P1c_pre	MI0004747
Bta-Mir-30-P2a_pre	MI0009795
Bta-Mir-30-P2b_pre	MI0005064
Bta-Mir-30-P2c_pre	MI0004761
Bta-Mir-31_pre	MI0004762
Bta-Mir-324_pre	MI0009798
Bta-Mir-326_pre	MI0009799
Bta-Mir-328_pre	MI0009800
Bta-Mir-32_pre	MI0009796
Bta-Mir-33-P1_pre	MI0009807
Bta-Mir-33-P2_pre	MI0009808
Bta-Mir-330-v1_pre	MI0009803
Bta-Mir-330-v2_pre	MI0009803
Bta-Mir-331_pre	MI0005463
Bta-Mir-335_pre	MI0009804
Bta-Mir-338-P1_pre	MI0009805
Bta-Mir-339_pre	MI0009806
Bta-Mir-34-P1_pre	MI0005464
Bta-Mir-34-P2a_pre	MI0004763
Bta-Mir-34-P2b_pre	MI0005068
Bta-Mir-34-P3a_pre	MI0009834
Bta-Mir-34-P3b_pre	MI0009835
Bta-Mir-34-P3c_pre	MI0009836
Bta-Mir-340_pre	MI0009809
Bta-Mir-342_pre	MI0005059
Bta-Mir-3431_pre	MI0014498
Bta-Mir-3432_pre	MI0014501
Bta-Mir-345_pre	MI0005019
Bta-Mir-346_pre	MI0009810
Bta-Mir-361-v1_pre	MI0005045
Bta-Mir-361-v2_pre	MI0005045
Bta-Mir-3613_pre	MI0021118
Bta-Mir-362-P1_pre	MI0009811
Bta-Mir-362-P2-v2_pre	MI0009854
Bta-Mir-362-P2-v3_pre	MI0009854
Bta-Mir-362-P4_pre	MI0009852
Bta-Mir-362-P5_pre	MI0009851
Bta-Mir-362-P6_pre	MI0009853
Bta-Mir-3660_pre	MI0022308
Bta-Mir-370_pre	MI0009814
Bta-Mir-374-P1_pre	MI0005466
Bta-Mir-374-P2_pre	MI0009816
Bta-Mir-375_pre	MI0009817
Bta-Mir-376-P1_pre	MI0010457
Bta-Mir-376-P2_pre	MI0010445
Bta-Mir-376-P3_pre	MI0010444
Bta-Mir-376-P4_pre	MI0010446
Bta-Mir-378_pre	MI0009819
Bta-Mir-383-v1_pre	MI0009823
Bta-Mir-383-v2_pre	MI0009823
Bta-Mir-3956-v1_pre	MI0022291
Bta-Mir-3956-v2_pre	MI0022291
Bta-Mir-3957_pre	MI0022294
Bta-Mir-423_pre	MI0005046
Bta-Mir-425_pre	MI0005047
Bta-Mir-430-P1_pre	MI0009791
Bta-Mir-430-P2_pre	MI0009793
Bta-Mir-430-P3_pre	MI0009794
Bta-Mir-430-P4_pre	MI0009792
Bta-Mir-430-P5_pre	MI0009815
Bta-Mir-431_pre	MI0009830
Bta-Mir-432_pre	MI0009831
Bta-Mir-433_pre	MI0009832
Bta-Mir-448_pre	MI0009833
Bta-Mir-450-P1_pre	MI0012213
Bta-Mir-450-P2_pre	MI0005048
Bta-Mir-450-P3_pre	MI0021121
Bta-Mir-451_pre	MI0009837
Bta-Mir-452-v1_pre	MI0009838
Bta-Mir-452-v2_pre	MI0009838
Bta-Mir-455_pre	MI0005049
Bta-Mir-483_pre	MI0009841
Bta-Mir-486_pre	MI0009843
Bta-Mir-488_pre	MI0009844
Bta-Mir-489-v1_pre	MI0010441
Bta-Mir-489-v2_pre	MI0010441
Bta-Mir-489-v3_pre	MI0010441
Bta-Mir-490_pre	MI0009845
Bta-Mir-491_pre	MI0009846
Bta-Mir-493_pre	MI0009847
Bta-Mir-499_pre	MI0004750
Bta-Mir-504_pre	MI0009855
Bta-Mir-505-v1_pre	MI0009856
Bta-Mir-505-v2_pre	MI0009856
Bta-Mir-541_pre	MI0009858
Bta-Mir-542_pre	MI0012214
Bta-Mir-544_pre	MI0009862
Bta-Mir-551-P1_pre	MI0009863
Bta-Mir-551-P2_pre	MI0009864
Bta-Mir-582_pre	MI0009867
Bta-Mir-592_pre	MI0009875
Bta-Mir-599_pre	MI0009876
Bta-Mir-6119_pre	MI0021137
Bta-Mir-615_pre	MI0009877
Bta-Mir-628_pre	MI0009878
Bta-Mir-6525_pre	MI0022304
Bta-Mir-6529_pre	MI0022328
Bta-Mir-652_pre	MI0021123
Bta-Mir-653_pre	MI0009880
Bta-Mir-670_pre	MI0009886
Bta-Mir-671_pre	MI0009887
Bta-Mir-7-P1_pre	MI0010462
Bta-Mir-7-P2_pre	MI0010471
Bta-Mir-7-P3_pre	MI0005056
Bta-Mir-744_pre	MI0009891
Bta-Mir-760_pre	MI0009894
Bta-Mir-769_pre	MI0009898
Bta-Mir-7858_pre	MI0025528
Bta-Mir-7859_pre	MI0025529
Bta-Mir-7861_pre	MI0025536
Bta-Mir-7862_pre	MI0025537
Bta-Mir-8-P1a_pre	MI0005037
Bta-Mir-8-P1b_pre	MI0009742
Bta-Mir-8-P2a_pre	MI0005055
Bta-Mir-8-P2b_pre	MI0005038
Bta-Mir-8-P3a_pre	MI0009829
Bta-Mir-873-v1_pre	MI0009899
Bta-Mir-873-v2_pre	MI0009899
Bta-Mir-874_pre	MI0009900
Bta-Mir-875_pre	MI0009901
Bta-Mir-876_pre	MI0009902
Bta-Mir-885_pre	MI0009904
Bta-Mir-9-P2_pre	MI0009913
Bta-Mir-9-P3_pre	MI0009912
Bta-Mir-92-P1a_pre	MI0009905
Bta-Mir-92-P1b_pre	MI0005024
Bta-Mir-92-P1c_pre	MI0009906
Bta-Mir-92-P2a_pre	MI0009813
Bta-Mir-92-P2b_pre	MI0005069
Bta-Mir-92-P2c_pre	MI0005067
Bta-Mir-935-v1_pre	MI0009908
Bta-Mir-935-v2_pre	MI0009908
Bta-Mir-95-P1_pre	MI0009910
Bta-Mir-95-P2_pre	MI0009828
Bta-Mir-95-P3-v1_pre	MI0005023
Bta-Mir-95-P3-v2_pre	MI0005023
Bta-Mir-96-P1_pre	MI0009911
Bta-Mir-96-P2_pre	MI0009755
Bta-Mir-96-P3-v1_pre	MI0009756
Bta-Mir-96-P3-v2_pre	MI0009756
Cbr-Bantam-P1a_pre	MI0000508
Cbr-Bantam-P1b_pre	MI0010988
Cbr-Bantam-P2_pre	MI0000518
Cbr-Bantam-P3_pre	MI0000519
Cbr-Bantam-P4_pre	MI0000520
Cbr-Let-7-P5_pre	MI0000491
Cbr-Let-7-P6_pre	MI0000502
Cbr-Let-7-P7_pre	MI0001413
Cbr-Let-7-P8_pre	MI0000533
Cbr-Lsy-6_pre	MI0000818
Cbr-Mir-10-P1_pre	MI0000507
Cbr-Mir-10-P2l_pre	MI0001398
Cbr-Mir-10-P3e_pre	MI0000492
Cbr-Mir-10-P3f_pre	MI0010986
Cbr-Mir-124-P14_pre	MI0000525
Cbr-Mir-124-P15_pre	MI0024744
Cbr-Mir-124-P16_pre	MI0024745
Cbr-Mir-133_pre	MI0000535
Cbr-Mir-137_pre	MI0000531
Cbr-Mir-1817_pre	MI0011003
Cbr-Mir-190_pre	MI0000504
Cbr-Mir-193-P1-v1_pre	MI0001408
Cbr-Mir-193-P1-v2_pre	MI0001408
Cbr-Mir-193-P2-v1_pre	MI0005419
Cbr-Mir-193-P2-v2_pre	MI0005419
Cbr-Mir-1993_pre	MI0000509
Cbr-Mir-1_pre	MI0000493
Cbr-Mir-2-P11_pre	MI0000537
Cbr-Mir-2-o10_pre	MI0024743
Cbr-Mir-2-o11_pre	MI0000496
Cbr-Mir-2001_pre	MI0001405
Cbr-Mir-216-P1_pre	MI0000540
Cbr-Mir-22-P2-v1_pre	MI0010987
Cbr-Mir-22-P2-v2_pre	MI0010987
Cbr-Mir-2222-P1a_pre	MI0011004
Cbr-Mir-2222-P1b_pre	MI0011007
Cbr-Mir-2231_pre	MI0025047
Cbr-Mir-230_pre	MI0000527
